Date,Open,High,Low,Close,Adj Close,Volume,5 MVA,20 MVA
12/21/2020,140.839996,147.259995,137.789993,138.300003,138.300003,23921000,143.6416677,142.1384999
12/22/2020,139,141.399994,123,125.879997,125.879997,36035800,138.776666,143.3809998
12/23/2020,120.050003,132,115,130.339996,130.339996,41905000,135.9633318,144.9699997
12/24/2020,125.940002,129.699997,122.720001,123.389999,123.389999,12720600,133.6899985,145.6804996
12/28/2020,120.040001,122.879997,111.050003,111.400002,111.400002,31088200,128.2566655,144.8989998
12/29/2020,107.795998,116.25,106.879997,114.389999,114.389999,23718800,123.9499993,142.9814995
12/30/2020,118.400002,118.941002,108.800003,111.129997,111.129997,23965500,119.421665,141.4874996
12/31/2020,110.550003,113.550003,102.660004,104.470001,104.470001,23369900,115.8533323,139.5609996
1/4/2021,107.230003,113.629997,103.260002,111.730003,111.730003,22439600,112.7516668,137.2845
1/5/2021,113.82,114.980003,107.199997,109.18,109.18,15450800,110.3833337,135.1174998
1/6/2021,111.110001,116.93,110.279999,116.260002,116.260002,21590900,111.1933337,132.9544997
1/7/2021,120.099998,122.82,112.129997,115.089996,115.089996,20614100,111.3099998,130.2159995
1/8/2021,116.519997,117.709999,111.489998,112.75,112.75,12376900,111.5800003,128.0239997
1/11/2021,112.75,121.239998,112.620003,117.260002,117.260002,16650600,113.7116672,126.1024997
1/12/2021,117.93,124.910004,117.120003,124.550003,124.550003,15276200,115.8483338,124.4835002
1/13/2021,123.699997,127.580002,120.739998,124.059998,124.059998,14324600,118.3283335,122.9329997
1/14/2021,122.800003,130.979996,122.800003,129.720001,129.720001,13346700,120.5716667,122.0579997
1/15/2021,129.600006,133.289993,126.580002,129.649994,129.649994,15769500,122.998333,121.6889995
1/19/2021,122.099998,126.360001,120.5,125.010002,125.010002,16528900,125.0416667,120.7394996
1/20/2021,124.510002,126.010002,122.25,125.139999,125.139999,8001600,126.3549995,119.9849997
1/21/2021,125.279999,137,125.25,132.979996,132.979996,20880800,127.7599983,119.7189994
1/22/2021,132.5,135.869995,128.899994,131.020004,131.020004,10067200,128.9199993,119.9759997
1/25/2021,138.399994,147.429993,137.25,147,147,26970900,131.7999992,120.8089999
1/26/2021,145.149994,154.550003,145,151.929993,151.929993,16964700,135.5133323,122.2359996
1/27/2021,151.199997,164.550003,149,155.729996,155.729996,20262900,140.6333313,124.4524993
1/28/2021,154.104996,168,153.619995,159.550003,159.550003,16497400,146.368332,126.7104995
1/29/2021,174.990005,185.979996,166.199997,173.160004,173.160004,39687300,153.065,129.8119999
2/1/2021,173.029999,174.5,154.300003,157.479996,157.479996,22056500,157.4749987,132.4624996
2/2/2021,158.520004,159.054001,147.100006,158.580002,158.580002,14923900,159.404999,134.8049996
2/3/2021,156.600006,168.389999,156.399994,165.860001,165.860001,11355900,161.726667,137.6389996
2/4/2021,166.419998,173.729996,164.25,173.309998,173.309998,10618300,164.6566673,140.4914994
2/5/2021,170.990005,177.5,170.259995,176.240005,176.240005,8990000,167.4383343,143.5489999
2/8/2021,177,189.259995,176.809998,185.979996,185.979996,12927400,169.5749997,147.2104997
2/9/2021,186.210007,187,177.270004,179.520004,179.520004,8403100,173.2483343,150.3234998
2/10/2021,182.740005,185.220001,176.369995,179.339996,179.339996,7067500,176.7083333,153.0629994
2/11/2021,178.289993,184.220001,176.199997,183.440002,183.440002,5464100,179.6383335,156.0319996
2/12/2021,184.889999,185,177.580002,183.740005,183.740005,5705500,181.376668,158.7329998
2/16/2021,182.410004,184.179993,173.509003,178.529999,178.529999,6917500,181.7583337,161.1770001
2/17/2021,174.279999,178.009995,171.619995,176.759995,176.759995,6554600,180.2216668,163.7644997
2/18/2021,171.593002,175.470001,168,169.570007,169.570007,5124100,178.563334,165.9860001
2/19/2021,173.539993,179.300003,170.529999,174.740005,174.740005,6413600,177.7966688,168.0740006
2/22/2021,167.800003,170.350006,158.580002,159.369995,159.369995,11152700,173.785001,169.4915001
2/23/2021,151.25,153,136,150.169998,150.169998,15509200,168.1899998,169.65
2/24/2021,150.410004,151,143.470001,144.789993,144.789993,9757200,162.5666655,169.293
2/25/2021,150.779999,160.979996,145.860001,148.380005,148.380005,15172100,157.8366672,168.9255005
2/26/2021,157.979996,159.600006,150.880005,154.809998,154.809998,13445200,155.3766657,168.6885002
3/1/2021,154.462997,157.779999,145.25,157.399994,157.399994,15351600,152.4866638,167.9004997
3/2/2021,153.5,154.470993,146.440002,146.809998,146.809998,8630600,150.393331,167.3669998
3/3/2021,146.089996,147.320007,131,131.220001,131.220001,13683500,147.2349982,165.9989998
3/4/2021,128.699997,135.470001,126.690002,132.300003,132.300003,10929500,145.1533332,164.3209999
3/5/2021,133.072998,134.270004,121.120003,132.190002,132.190002,12039600,142.4549993,162.2650001
3/8/2021,129.149994,133.550003,122.480003,123.470001,123.470001,6839300,137.2316665,159.6264999
3/9/2021,127.110001,132.300003,125.599998,130.869995,130.869995,7834200,132.81,156.8709998
3/10/2021,133.619995,135.714996,128.792999,129.75,129.75,5555900,129.966667,154.3824996
3/11/2021,132.981995,140.850006,131.479996,140.470001,140.470001,8140100,131.5083337,152.4389999
3/12/2021,134.039993,138.742004,133.199997,136.990005,136.990005,4923100,132.2900007,150.1165
3/15/2021,136.770004,143.850006,135.009995,143.660004,143.660004,7321700,134.2016677,148.1125
3/16/2021,148.5,157.75,145.839996,156.020004,156.020004,16991600,139.6266682,146.9870002
3/17/2021,150.25,152.082993,143.25,147.550003,147.550003,12894900,142.4066695,145.5265006
3/18/2021,144.449997,147.610001,140.860001,141.460007,141.460007,7135600,144.3583373,144.1210006
3/19/2021,143.059998,145.179993,138.529999,143.740005,143.740005,6933700,144.903338,142.5710006
3/22/2021,144.190002,147.919998,141.850006,145.600006,145.600006,6050700,146.3383382,141.8825012
3/23/2021,145.610001,146.190002,136.380005,136.520004,136.520004,6961200,145.1483382,141.2000015
3/24/2021,137.25,137.740005,131.009995,131.610001,131.610001,5864600,141.0800043,140.5410019
3/25/2021,127.330002,134.309998,126.419998,133.330002,133.330002,5696300,138.7100042,139.7885017
3/26/2021,133.380005,135.600006,128.020004,133.279999,133.279999,4047100,137.3466695,138.7120018
3/29/2021,130.110001,131.300003,121.900002,123.419998,123.419998,10814800,133.9600017,137.013002
3/30/2021,123.150002,123.598,117.341003,118.489998,118.489998,11061600,129.441667,135.597002
3/31/2021,121.099998,131.800003,119.328003,130.949997,130.949997,10015700,128.5133325,135.5835018
4/1/2021,132.199997,136.636993,130.339996,132.550003,132.550003,7269700,128.6699995,135.5960018
4/5/2021,132.600006,133.192993,127.040001,129.910004,129.910004,5218300,128.0999998,135.4820019
4/6/2021,130.110001,138.248993,128.160004,133.529999,133.529999,7438200,128.1416665,135.9850018
4/7/2021,132.369995,135.160004,130.210007,131.470001,131.470001,4380000,129.4833337,136.0150021
4/8/2021,132.850006,135.899994,132.059998,133.880005,133.880005,4530000,132.0483348,136.2215023
4/9/2021,133.509995,144,133.339996,140.919998,140.919998,9918200,133.7100017,136.2440022
4/12/2021,142.369995,143.490005,136.360001,139.399994,139.399994,6060200,134.8516668,136.3645016
4/13/2021,146.800003,152.110001,145.350006,149.710007,149.710007,13729000,138.1516673,136.6670018
4/14/2021,153.660004,160.919998,152.490005,160.029999,160.029999,15389800,142.568334,136.8675015
4/15/2021,159,163.580002,155.229996,159.869995,159.869995,10340400,147.3016663,137.4835011
4/16/2021,158.679993,171.919998,158.210007,170.809998,170.809998,19044900,153.4566652,138.9510007
4/19/2021,166.610001,168.195999,159.600006,161.910004,161.910004,10006600,156.9549995,139.8595006
4/20/2021,160.320007,162.729996,153.270004,156.779999,156.779999,7154400,159.851667,140.4185003
4/21/2021,158.600006,170.110001,157.690002,169.5,169.5,11352700,163.1499992,142.0675001
4/22/2021,168.259995,179,164.619995,168.100006,168.100006,15922400,164.4950003,143.8920003
4/23/2021,170.304993,175.509995,168.350006,173.630005,173.630005,8791000,166.7883353,145.9070005
4/26/2021,171.789993,179.600006,168.880005,177.610001,177.610001,12201700,167.9216692,148.1235006
4/27/2021,178.360001,185.529999,178.179993,183.410004,183.410004,12925700,171.5050025,151.1230009
4/28/2021,182.369995,182.889999,176.119995,178.679993,178.679993,8375400,175.1550015,154.1325006
4/29/2021,183.326996,186.800003,174.759995,175.669998,175.669998,8362700,176.1833345,156.3685007
4/30/2021,175.589996,184,174.520004,178.820007,178.820007,9495200,177.9700013,158.6820009
5/3/2021,183.899994,189,182.210007,186.020004,186.020004,14631000,180.0350012,161.4875009
5/4/2021,185.335007,188.490005,171.630005,173.589996,173.589996,16924200,179.3650003,163.4905007
5/5/2021,178.100006,180.699997,156.809998,162.839996,162.839996,18914200,175.9366657,165.0590005
5/6/2021,148,163.470001,143.559998,160.5,160.5,29662300,172.9066668,166.3900002
5/7/2021,165.779999,169.020004,160.815994,163.149994,163.149994,11952600,170.8199995,167.5015
5/10/2021,164.009995,164.759995,155.710007,158.550003,158.550003,8809700,167.4416655,168.4590005
5/11/2021,151.309998,161.990005,150.059998,158.990005,158.990005,8087400,162.9366657,168.9230004
5/12/2021,154.110001,158.910004,151.149994,152.679993,152.679993,5720800,159.4516652,168.5555001
5/13/2021,152.600006,155.619995,146.850006,149.869995,149.869995,5765000,157.2899983,168.0555001
5/14/2021,150.850006,162.460007,150.399994,161.380005,161.380005,6512900,157.4366658,167.5840004
5/17/2021,159,163.369995,156.723999,160.429993,160.429993,4231600,156.9833323,167.5099999
5/18/2021,160.160004,165.75,157.899994,159.529999,159.529999,4811400,157.146665,167.6474999
5/19/2021,155.740005,160.070007,154.509995,157.990005,157.990005,3943700,156.9799983,167.0720001
5/20/2021,159.919998,166.809998,158.889999,165.970001,165.970001,4826300,159.1949997,166.9654999
5/21/2021,168.929993,169.279999,161.350006,161.449997,161.449997,5169100,161.125,166.3564995
5/24/2021,162.880997,166.800003,161.009995,164.169998,164.169998,4501300,161.5899988,165.6844993
5/25/2021,166.559998,171.740005,165.100006,169.259995,169.259995,7759900,163.0616658,164.9769989
5/26/2021,168.699997,175.619995,168.509995,175.589996,175.589996,6885200,165.738332,164.822499
5/27/2021,174.199997,180,173.630005,179.539993,179.539993,10844900,169.3299967,165.0159988
5/28/2021,178.623001,186.639999,178.360001,185.009995,185.009995,8567200,172.503329,165.3254982
6/1/2021,184.080002,185.279007,178.800003,184.660004,184.660004,6010900,176.3716635,165.2574982
6/2/2021,183.899994,194.5,183.279999,191.600006,191.600006,10142500,180.9433315,166.1579987
6/3/2021,188.889999,200,188.632996,195.220001,195.220001,9270200,185.2699992,167.7769989
6/4/2021,197.899994,207.380005,197.330002,206.070007,206.070007,11103300,190.350001,170.0554993
6/7/2021,207.102997,227.710007,206.419998,219.570007,219.570007,19034400,197.02167,172.8764999
6/8/2021,220.100006,222.345001,202.5,213,213,11857600,201.6866708,175.5989998
6/9/2021,212.300003,221.5,212.009995,217.440002,217.440002,8016500,207.1500038,178.5214996
6/10/2021,216.619995,221.880005,207.699997,217,217,11763100,211.3833362,181.7375
6/11/2021,211.899994,218.899994,211.800003,218.850006,218.850006,5576000,215.3216703,185.1865005
6/14/2021,213.272995,213.490005,198,207.410004,207.410004,11743700,215.5450032,187.4880005
6/15/2021,203.490005,207.850006,199.199997,201.589996,201.589996,6786300,212.5483347,189.5460006
6/16/2021,200,203.979996,193.201996,197.839996,197.839996,7264700,210.0216673,191.4615005
6/17/2021,200,203.921997,197.720001,202.470001,202.470001,4955200,207.5266672,193.6855003
6/18/2021,201.393005,204.839996,194.509995,199.190002,199.190002,6663800,204.5583342,195.3465003
6/21/2021,200.860001,211.039993,200,208.240005,208.240005,7423100,202.7900007,197.6860007
6/22/2021,210.759995,222.404999,210.25,221.360001,221.360001,10066300,205.1150002,200.5455009
6/23/2021,219.979996,224.570007,205.550003,212.039993,212.039993,14558400,206.8566663,202.6845008
6/24/2021,214.380005,221.490005,213.460007,220.139999,220.139999,8171900,210.5733335,204.9120009
6/25/2021,221.259995,226.509995,216.330002,219.940002,219.940002,13315600,213.4850003,206.9320014
6/28/2021,223,225.091003,215.600006,222.940002,222.940002,6190600,217.4433337,208.8285017
6/29/2021,221.190002,238.399994,219.330002,234.460007,234.460007,11417000,221.813334,211.3185019
6/30/2021,237.979996,245.699997,232.410004,234.979996,234.979996,9319100,224.0833332,213.4875014
7/1/2021,236.300003,236.710007,227.669998,235.110001,235.110001,5927500,227.9283345,215.4820014
7/2/2021,235.100006,238.899994,230.139999,234.300003,234.300003,4197800,230.2883352,216.8935012
7/6/2021,229.619995,234.600006,225.429993,233.339996,233.339996,4956500,232.5216675,217.5820006
7/7/2021,231.759995,231.860001,220.820007,221.899994,221.899994,4889300,232.3483328,218.0270003
7/8/2021,215.660004,233.410004,214.070007,232.789993,232.789993,8719400,232.0699972,218.7944999
7/9/2021,231.964996,233.800003,224.279999,232.809998,232.809998,5305100,231.7083308,219.5849998
7/12/2021,230.979996,242.389008,229.199997,239.339996,239.339996,6938200,232.41333,220.6094993
7/13/2021,239.139999,239.820007,233.800995,235.149994,235.149994,4186400,232.5549952,221.9964988
7/14/2021,237.244995,249.919998,237.220001,246.660004,246.660004,9420400,234.7749965,224.2499992
7/15/2021,246.660004,261.220001,245.505005,259.674988,259.674988,15130800,241.0708288,227.3417488
7/16/2021,276.920013,288.880005,271.5,286.429993,286.429993,41397300,250.0108288,231.5397484
7/19/2021,284.540009,317.880005,283.140015,313.589996,313.589996,35526800,263.4741618,237.2597481
7/20/2021,318.220001,342.51001,292,307.329987,307.329987,123115500,274.805827,242.2142472
7/21/2021,298.51001,325.880005,293.619995,321.109985,321.109985,30859300,289.1324922,247.2017464
7/22/2021,319,329.600006,316.290009,323.480011,323.480011,16491300,301.9358267,252.7737473
7/23/2021,330.899994,349.450012,325.170013,348.829987,348.829987,23431400,316.7949932,259.2082467
7/26/2021,352,362,329.149994,335.869995,335.869995,23387800,325.0349935,265.0047463
7/27/2021,335.30899,344.889008,318.290009,328.5,328.5,17196700,327.5199942,270.2827462
7/28/2021,333.01001,350.98999,327.5,349.320007,349.320007,13091600,334.5183308,276.0257462
7/29/2021,350.640015,351.220001,336,345.640015,345.640015,10100700,338.6066692,281.5587472
7/30/2021,346.899994,359.899994,342.279999,353.600006,353.600006,11331200,343.6266683,287.4832474
8/2/2021,360,365.600006,343.200012,346.609985,346.609985,13685900,343.256668,293.0987465
8/3/2021,348.5,386.980011,344.5,386.51001,386.51001,20424100,351.6966705,300.7572472
8/4/2021,385,433,377.109985,419.049988,419.049988,32251600,366.7883352,310.6147469
8/5/2021,409.720001,443.98999,403,416.26001,416.26001,25571500,377.9450023,319.7882478
8/6/2021,410.299988,419.26001,393.609985,413.720001,413.720001,18906600,389.2916667,328.8337479
8/9/2021,411.300995,493.756989,409.660004,484.470001,484.470001,42269900,411.1033325,341.0902482
8/10/2021,485.5,497.48999,454,456.76001,456.76001,36503700,429.46167,352.170749
8/11/2021,443.570007,453.730011,372,385.329987,385.329987,53882200,429.2649995,359.1042481
8/12/2021,400,406.350006,377.089996,391.420013,391.420013,34310000,424.6600037,365.6914994
8/13/2021,405.23999,406.320007,387.100006,389.779999,389.779999,16501700,420.2466685,370.8589997
8/16/2021,379.269989,379.570007,349,373.859985,373.859985,23403400,413.6033325,373.8724991
8/17/2021,361,402.48999,358.549988,401.859985,401.859985,25982100,399.8349965,378.598999
8/18/2021,406.5,413.299988,386.209991,398.799988,398.799988,19121800,390.1749928,382.4834992
8/19/2021,385,394.920013,375,375.529999,375.529999,14254700,388.5416615,385.0859986
8/20/2021,374.548004,387.48999,369.26001,382.980011,382.980011,13110800,387.1349945,386.7934998
8/23/2021,390.339996,411.970001,385.772003,411.890015,411.890015,15796500,390.8199972,390.5945008
8/24/2021,405.690002,407.579987,387.559998,394.940002,394.940002,13957500,394.3333333,393.9165009
8/25/2021,391.700012,413.799988,387.970001,397.869995,397.869995,14427600,393.668335,396.3440003
8/26/2021,395.450012,404.670013,392.153015,400.299988,400.299988,8904400,393.918335,399.0769989
8/27/2021,398.825012,398.980011,378.720001,382.220001,382.220001,13165400,395.0333353,400.5079987
8/30/2021,369,389.040009,362.799988,370.690002,370.690002,15529800,392.9850005,401.7119995
8/31/2021,375.910004,384.679993,370.5,376.690002,376.690002,10922500,387.1183317,401.2209991
9/1/2021,382.837006,394.980011,375.200012,389.940002,389.940002,11617300,386.2849983,399.7654998
9/2/2021,393.130005,402.799988,390.515015,397.660004,397.660004,8902900,386.2499998,398.8354995
9/3/2021,392.709991,416.809998,388.679993,416.700012,416.700012,13835300,388.9833372,398.9845001
9/7/2021,409.5,438.549988,408.959991,436.390015,436.390015,15995100,398.0116728,396.5805008
9/8/2021,433.720001,437.170013,418.200012,422.899994,422.899994,11477800,406.7133382,394.8875
9/9/2021,429.929993,459.420013,427.089996,455.920013,455.920013,22189600,419.91834,398.4170013
9/10/2021,463.157013,464.850006,448.109985,449.380005,449.380005,12583500,429.8250072,401.3150009
9/13/2021,448,448.809998,415,419.720001,419.720001,15664700,433.5016733,402.812001
9/14/2021,419.269989,443.76001,418.632996,427.709991,427.709991,14736500,435.3366698,405.5045013
9/15/2021,427.454987,437.799988,422.160004,434.459991,434.459991,12893600,435.0149992,407.1345016
9/16/2021,431.209991,446.640015,429,440.649994,440.649994,10107400,437.9733325,409.2270019
9/17/2021,438.529999,442,406.869995,430.049988,430.049988,30536400,433.6616617,411.9530013
9/20/2021,417.506989,435.450012,416.510986,423.329987,423.329987,12929400,429.319992,413.9705001
9/21/2021,424.299988,439.589996,420.299988,434.040009,434.040009,9355300,431.70666,415.0779998
9/22/2021,433.089996,443.730011,428.600006,440.720001,440.720001,9003500,433.874995,417.3669998
9/23/2021,439.785004,458.5,438.790009,454.600006,454.600006,9620300,437.2316642,420.2035003
9/24/2021,448.079987,453.609985,426.609985,430.140015,430.140015,12984600,435.480001,421.6955017
9/27/2021,430.601013,434,407.255005,408.839996,408.839996,13348200,431.9450023,423.0265014
9/28/2021,398.559998,403.29599,376.029999,384.209991,384.209991,15936000,425.425003,423.7025009
9/29/2021,393.209991,397.980011,375.553986,378.899994,378.899994,11416700,416.2350005,423.8130005
9/30/2021,381.820007,390.600006,377.100006,384.859985,384.859985,9611500,406.9249978,423.5589996
10/1/2021,358.329987,359.11499,323.410004,341.089996,341.089996,34351300,388.0066628,420.7304992
10/4/2021,308.880005,330.554993,305,325.839996,325.839996,23331500,370.6233263,416.1874984
10/5/2021,331,338.03299,327.200012,332.109985,332.109985,11637500,357.8349912,410.9734969
10/6/2021,318.709991,325.679993,300.619995,302.420013,302.420013,17457400,344.2033282,404.9494979
10/7/2021,295.459991,317.350006,293.579987,309.359985,309.359985,15791000,332.6133267,397.6214965
10/8/2021,310.799988,314.049988,297.540009,304.910004,304.910004,10620500,319.2883298,390.3979964
10/11/2021,299.320007,314.109985,298.100006,305.100006,305.100006,7625800,313.2899982,384.6669967
10/12/2021,313.035004,315.940002,301.910004,311.130005,311.130005,10193200,310.838333,378.8379974
10/13/2021,314.899994,327.73999,313.299988,321.5,321.5,12770600,309.0700022,373.1899978
10/14/2021,329,337.359985,322.100006,331.880005,331.880005,12851300,313.9800008,367.7514984
10/15/2021,341.01001,341.549011,318.5,324.209991,324.209991,17223200,316.4550018,362.4594985
